year,gdp_per_capita_yearly_growth,name,year_total_gdp,current_total_gdp,iso3166_1_alpha2,population_total,income_per_person,life_expectancy_at_birth,life_expectancy_years,yearly_co2_emissions_1000_tonnes,democracy_score_use_as_color,agriculture_percent_of_gdp,industry_percent_of_gdp,services_percent_of_gdp,agriculture_workers_percent_of_employment,industry_workers_percent_of_employment,service_workers_percent_of_employment,self_employed_percent_of_employment,electricity_generation_per_person,natural_gas_production_per_person,hydro_power_generation_per_person,nuclear_power_generation_per_person,oil_production_per_person,electricity_use_per_person,residential_electricity_use_per_person,working_hours_per_week,gdpperworking_hour_us_inflation_adjusted,latitude,longitude
1852,5.094,United States,82500000000,16390000000000,US,25612348,3266,39.41,39.41,26813.104,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1853,6.825,United States,91360000000,16390000000000,US,26367214,3489,39.41,39.41,30186.744,9,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1854,0.2778,United States,94160000000,16390000000000,US,27133300,3499,39.41,39.41,33186.35,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1855,-2.216,United States,94900000000,16390000000000,US,27910664,3421,39.41,39.41,38191.805,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1856,2.125,United States,99810000000,16390000000000,US,28699219,3494,39.41,39.41,40069.309,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1857,-2.219,United States,100400000000,16390000000000,US,29499069,3417,39.41,39.41,41088.735,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1858,0.5201,United States,103800000000,16390000000000,US,30310175,3434,39.41,39.41,41682.789,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1859,2.681,United States,109500000000,16390000000000,US,31132594,3526,39.41,39.41,45357.123,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1860,2.657,United States,115400000000,16390000000000,US,31967054,3620,39.41,39.41,47476.649,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1861,-2.053,United States,116000000000,16390000000000,US,32812854,3546,38,38,45716.489,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1862,3.098,United States,122600000000,16390000000000,US,33669274,3656,34.5,34.5,47487.65,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1863,6.496,United States,133900000000,16390000000000,US,34536322,3893,34,34,54854.653,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1864,3.278,United States,141600000000,16390000000000,US,35409205,4021,31,31,58705.003,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1865,-5.183,United States,137500000000,16390000000000,US,36297290,3812,38,38,58870.018,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1866,-0.7627,United States,139600000000,16390000000000,US,37196214,3783,39.41,39.41,59280.722,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1867,3.288,United States,147500000000,16390000000000,US,38105747,3908,39.41,39.41,72925.629,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1868,1.323,United States,152800000000,16390000000000,US,39025895,3959,39.41,39.41,82419.492,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1869,2.652,United States,160200000000,16390000000000,US,39956714,4064,39.41,39.41,93772.524,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1870,-2.822,United States,159100000000,16390000000000,US,40899168,3950,39.41,39.41,98700.972,8,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1871,2.372,United States,166300000000,16390000000000,US,41864092,4043,39.41,39.41,103105.039,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1872,1.518,United States,173100000000,16390000000000,US,42850881,4105,39.41,39.41,126408.824,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1873,2.479,United States,181800000000,16390000000000,US,43779477,4207,39.41,39.41,139621.025,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1874,-2.957,United States,180700000000,16390000000000,US,44804825,4082,39.41,39.41,134406.551,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1875,2.849,United States,190200000000,16390000000000,US,45854330,4199,39.41,39.41,135858.683,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1876,-1.116,United States,192400000000,16390000000000,US,46928064,4152,39.41,39.41,132928.75,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1877,0.9728,United States,198600000000,16390000000000,US,47943934,4192,39.41,39.41,147296.056,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1878,1.965,United States,206900000000,16390000000000,US,49070729,4274,39.41,39.41,144021.425,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1879,9.94,United States,232400000000,16390000000000,US,50223581,4699,39.41,39.41,175612.63,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1880,9.453,United States,259800000000,16390000000000,US,51402380,5144,39.41,39.41,198846.742,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1881,0.9736,United States,269000000000,16390000000000,US,52535214,5194,39.99,39.99,210364.789,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1882,3.826,United States,286200000000,16390000000000,US,53747586,5392,40.57,40.57,235586.415,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1883,0.02996,United States,293200000000,16390000000000,US,54977652,5394,41.15,41.15,254090.097,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1884,-0.569,United States,298500000000,16390000000000,US,56183427,5363,41.73,41.73,267808.344,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1885,-1.506,United States,300800000000,16390000000000,US,57461503,5282,42.3,42.3,272384.76,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1886,0.7339,United States,309800000000,16390000000000,US,58761421,5321,42.88,42.88,287698.152,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1887,2.247,United States,323800000000,16390000000000,US,60076634,5441,43.46,43.46,307631.964,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1888,-2.553,United States,322300000000,16390000000000,US,61398560,5302,44.04,44.04,374180.68,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1889,3.991,United States,342300000000,16390000000000,US,62723605,5513,44.62,44.62,335816.526,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1890,-0.6153,United States,347200000000,16390000000000,US,64051772,5480,45.2,45.2,402075.549,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1891,2.211,United States,362200000000,16390000000000,US,65383061,5601,45.57,45.57,427773.885,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1892,7.528,United States,397400000000,16390000000000,US,66717384,6022,45.94,45.94,450817.313,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1893,-6.706,United States,378100000000,16390000000000,US,68054833,5618,46.32,46.32,454465.978,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1894,-4.715,United States,367300000000,16390000000000,US,69395412,5354,46.69,46.69,425397.669,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1895,9.958,United States,411600000000,16390000000000,US,70738201,5887,47.06,47.06,480340.33,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1896,-3.842,United States,403200000000,16390000000000,US,72101160,5660,47.43,47.43,481275.415,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1897,7.563,United States,441700000000,16390000000000,US,73489831,6089,47.8,47.8,500695.847,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1898,0.2919,United States,451000000000,16390000000000,US,74894652,6106,48.17,48.17,545766.944,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1899,7.169,United States,491900000000,16390000000000,US,76321444,6544,48.55,48.55,626044.908,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1900,0.98740000000000006,United States,505400000000,16390000000000,US,77781471,6609,48.92,48.92,663279.626,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1901,9.118,United States,562200000000,16390000000000,US,79271164,7211,49.29,49.29,722116.641,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1902,-0.9633,United States,568100000000,16390000000000,US,80720441,7142,50.49,50.49,765119.55,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1903,2.941,United States,595700000000,16390000000000,US,82271907,7352,50.59,50.59,895136.702,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1904,-3.098,United States,588200000000,16390000000000,US,83870024,7124,49.59,49.59,880941.745,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1905,5.261,United States,631600000000,16390000000000,US,85524307,7499,50.29,50.29,985304.565,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1906,9.414,United States,704400000000,16390000000000,US,87227466,8205,50.08,50.08,1034185.675,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1907,-0.2756,United States,715300000000,16390000000000,US,88838846,8182,50.18,50.18,1202787.001,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1908,-9.951,United States,656800000000,16390000000000,US,90615785,7368,51.88,51.88,1051834.946,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1909,9.998,United States,737000000000,16390000000000,US,92361978,8105,52.78,52.78,1164305.503,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1910,-1.056,United States,744600000000,16390000000000,US,94088789,8019,51.78,51.78,1270267.135,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1911,1.652,United States,768900000000,16390000000000,US,95858318,8151,53.38,53.38,1257414.3,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1912,3.072,United States,804900000000,16390000000000,US,97526183,8402,54.08,54.08,1342309.017,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1913,1.923,United States,836700000000,16390000000000,US,99341521,8563,53.48,53.48,1441292.348,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1914,-9.47,United States,772200000000,16390000000000,US,101146653,7752,54.58,54.58,1316775.696,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1915,1.354,United States,793900000000,16390000000000,US,102789834,7857,55.08,55.08,1366386.539,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1916,12.23,United States,903600000000,16390000000000,US,104282472,8819,54.18,54.18,1517499.942,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1917,-3.865,United States,881000000000,16390000000000,US,105675729,8478,53.98,53.98,1669834.456,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1918,7.832,United States,960500000000,16390000000000,US,106721812,9142,47.18,47.18,1747013.805,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1919,0.3711,United States,968800000000,16390000000000,US,107762377,9176,55.28,55.28,1478160.366,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1920,-2.254,United States,959600000000,16390000000000,US,109122856,8969,55.38,55.38,1737310.923,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1921,-4.125,United States,937900000000,16390000000000,US,110824642,8599,58.17,58.17,1423137.031,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1922,4.077,United States,989800000000,16390000000000,US,112694536,8949,58.07,58.07,1434501.064,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1923,11.26,United States,1120000000000,16390000000000,US,114594315,9958,57.47,57.47,1895560.308,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1924,1.119,United States,1155000000000,16390000000000,US,116564054,10070,58.47,58.47,1696981.257,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1925,0.7861,United States,1181000000000,16390000000000,US,118421721,10150,58.47,58.47,1742323.712,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1926,5.094,United States,1258000000000,16390000000000,US,120100754,10670,57.87,57.87,1890081.81,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1927,-0.3938,United States,1271000000000,16390000000000,US,121692507,10620,59.37,59.37,1846349.168,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1928,-0.1064,United States,1285000000000,16390000000000,US,123182716,10610,58.27,58.27,1829282.95,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1929,5.024,United States,1364000000000,16390000000000,US,124597532,11140,58.47,58.47,1961944.009,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1930,-9.943,United States,1242000000000,16390000000000,US,125841184,10040,59.57,59.57,1743636.498,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1931,-8.402,United States,1147000000000,16390000000000,US,126924880,9193,60.27,60.27,1484295.257,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1932,-13.76,United States,995500000000,16390000000000,US,127777981,7929,60.97,60.97,1257428.968,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1933,-2.669,United States,974700000000,16390000000000,US,128574367,7717,60.93,60.93,1348286.227,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1934,7.055,United States,1050000000000,16390000000000,US,129397242,8261,60.26,60.26,1435564.494,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1935,6.903,United States,1130000000000,16390000000000,US,130246607,8832,60.91,60.91,1491482.577,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1936,13.48,United States,1291000000000,16390000000000,US,131090878,10020,60.37,60.37,1712096.631,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1937,3.643,United States,1346000000000,16390000000000,US,131979638,10390,61.07,61.07,1791028.806,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1938,-4.728,United States,1293000000000,16390000000000,US,132950244,9896,62.39,62.39,1514658.017,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1939,7.101,United States,1396000000000,16390000000000,US,134027827,10600,63.08,63.08,1669229.401,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1940,6.843,United States,1504000000000,16390000000000,US,135198123,11320,63.24,63.24,1873022.926,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1941,17.06,United States,1777000000000,16390000000000,US,136504604,13260,63.8,63.8,2040883.518,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1942,18.71,United States,2133000000000,16390000000000,US,138078697,15740,64.59,64.59,2195693.257,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1943,18.24,United States,2557000000000,16390000000000,US,139781842,18610,64.3,64.3,2269040.591,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1944,7.076,United States,2771000000000,16390000000000,US,141509778,19920,65.09,65.09,2442376.014,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1945,-5.06,United States,2660000000000,16390000000000,US,143095078,18920,65.59,65.59,2357268.611,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1946,-21.45,United States,2111000000000,16390000000000,US,145048176,14860,66.29,66.29,2254878.637,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1947,-3.382,United States,2079000000000,16390000000000,US,147333413,14350,66.69,66.69,2482793.688,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1948,2.014,United States,2158000000000,16390000000000,US,149992561,14640,67.26,67.26,2579162.448,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1949,-1.335,United States,2166000000000,16390000000000,US,154449957,14450,67.63,67.63,2161758.839,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1950,6.898,United States,2440000000000,16390000000000,US,158804395,15450,68.07,68.07,2538018.708,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1951,5.805,United States,2618000000000,16390000000000,US,160905035,16340,68.17,68.17,2614508.661,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1952,1.977,United States,2711000000000,16390000000000,US,163324851,16660,68.39,68.39,2547164.206,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1953,2.879,United States,2836000000000,16390000000000,US,165988190,17140,68.74,68.74,2607878.725,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1954,-2.393,United States,2817000000000,16390000000000,US,168827613,16730,69.53,69.53,2485085.563,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1955,5.194,United States,3016000000000,16390000000000,US,171783842,17600,69.58,69.58,2723950.276,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1956,0.156,United States,3075000000000,16390000000000,US,174805941,17630,69.66,69.66,2855239.877,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1957,0.05498,United States,3131000000000,16390000000000,US,177851156,17640,69.44,69.44,2830927.667,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
1958,-2.647,United States,3100000000000,16390000000000,US,180884458,17170,69.71,69.71,2743169.023,10,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,-98.5
